ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,,,LABEL_DATA
-4.2003,5.7341,-2.5149,-5.287,8.1054,-1.6084,0.1651,-0.3595,-0.0918,-0.326,0.2873,-6.00E-04,3.169,19.14,-29.49,29.33,284.28,-55.71,106.92,0,1006.17,55.179,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,97806,2018-04-26 00:42:09:867,,,
-8.222,10.1586,-2.2187,-5.3079,8.0409,-1.8458,0.6507,-1.6877,1.9999,0.5533,0.3904,0.0416,3.169,18.61,-29.68,30.08,284.22,-55.05,109.18,0,1006.42,55.179,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,97905,2018-04-26 00:42:09:966,,,
-7.0461,8.8006,-2.8388,-5.2505,8.0489,-1.9708,-1.8022,0.2532,-0.4264,0.183,-0.1348,0.1762,7.395,18.43,-29.82,29.72,283.75,-55.13,110.57,0,1006.42,55.179,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,98006,2018-04-26 00:42:10:067,,,
-5.9742,9.4784,0.0195,-5.0082,8.2361,-1.8223,0.2315,-1.1576,-1.5601,-0.0867,-0.2806,0.0988,7.395,18.4,-29.32,30.34,287.76,-57.09,109.99,0,1006.25,51.028,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,98105,2018-04-26 00:42:10:166,,,
-3.2728,7.2727,-1.4858,-5.0859,8.286,-1.3085,1.4133,1.2973,-0.8222,0.0342,-0.7898,0.0277,7.395,20.08,-30.56,29.12,284.25,-57.63,104.43,0,1006.25,51.028,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,98206,2018-04-26 00:42:10:267,,,
-5.6519,7.8651,-0.9737,-4.9884,8.3856,-1.0165,0.7952,2.1844,0.298,-0.3348,-0.3574,0.2944,7.395,20.69,-30.55,26.93,286.68,-57.63,104.43,0,1006.2,51.028,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,98305,2018-04-26 00:42:10:366,,,
-5.9897,7.1788,-0.5047,-4.4583,8.7173,-0.607,0.9081,0.7829,0.7628,0.0206,-0.5744,0.562,7.395,19.66,-32.98,24.66,281.23,-60.47,98.89,0,1006.23,53.181,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,98405,2018-04-26 00:42:10:466,,,
-3.9496,8.1974,-1.5566,-4.4812,8.7208,-0.3196,4.4032,-0.9288,0.2775,-0.2719,-0.534,-0.4026,7.395,20.28,-33.87,23.88,279.29,-62.74,94.08,0,1006.23,53.181,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,98506,2018-04-26 00:42:10:567,,,
-6.9208,13.2685,3.9525,-5.273,8.2654,-0.3382,-4.3113,-0.6729,-5.3572,0.0069,0.7551,-0.1146,7.395,24.19,-31.25,23.81,282.03,-57.41,93.67,0,1006.25,53.181,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,98605,2018-04-26 00:42:10:666,,,
1.4532,9.6903,5.4446,-5.3172,8.1495,-1.2451,-3.5533,-3.3082,-3.5307,1.0919,0.2541,-0.6697,2.113,23.95,-28.15,26.33,286.29,-53.62,100.47,0,1006.56,65.235,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,98706,2018-04-26 00:42:10:767,,,
-3.7443,8.4683,-2.4142,-5.547,7.9414,-1.5496,-4.3007,-4.2044,4.5523,-1.1603,1.7746,-1.0387,2.113,21.03,-28.86,28.76,284.26,-54.05,105.61,0,1006.56,65.235,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,98806,2018-04-26 00:42:10:867,,,
-2.9755,5.0924,0.8519,-7.0771,6.6251,-1.503,-2.8846,-15.4512,-0.3599,1.7859,-2.7062,-2.5117,2.113,23.02,-25.78,28.41,269.87,-42.48,101.99,0,1006.5,65.235,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,98905,2018-04-26 00:42:10:966,,,
4.2167,2.003,2.4424,-8.2817,5.1308,-1.1509,-6.3703,-11.1747,-16.4997,1.2147,-2.7619,-2.5006,2.113,31.83,-19.3,27.35,298.91,-42.48,101.99,0,1006.5,65.235,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,99005,2018-04-26 00:42:11:066,,,
2.2458,0.144,7.1454,-9.2028,3.1925,-1.1632,-11.7108,3.3408,-7.5784,5.1154,0.9886,0.1032,2.113,39.62,-4.11,21.88,296.72,-24.62,86.21,2,1006.19,70.761,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,99105,2018-04-26 00:42:11:166,,,
0.3824,5.2164,1.49,-5.8523,7.6714,-1.7712,-7.0839,-8.4648,-13.1001,0.9787,-1.3186,4.4238,2.113,41.53,-6.23,20.63,313.17,-30.32,94.22,2,1006.04,70.761,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,99205,2018-04-26 00:42:11:266,,,
-8.3891,14.5242,5.7684,-3.1206,9.1768,-1.5114,8.8337,-1.5519,-7.9684,-1.271,-0.9751,4.4782,2.113,29.24,-27.9,22.71,341.36,-69.3,115.84,2,1006.09,70.761,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,99305,2018-04-26 00:42:11:366,,,
-11.7005,10.5163,7.2305,0.9516,9.7591,-0.3001,9.3337,-11.883,-8.7715,-1.1017,-0.4815,2.6897,2.113,23.76,-36.61,17.25,337.5,-81.87,106.92,0,1006.09,53.615,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,99406,2018-04-26 00:42:11:467,,,
-7.9092,17.5041,8.809,3.7958,9.0441,-0.1794,3.0265,-13.6507,-8.7806,1.5562,6.2932,3.2406,2.113,-3.32,-40.24,21.73,118.34,-67.21,-92.71,0,1006.05,53.615,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,99505,2018-04-26 00:42:11:566,,,
8.5714,13.8476,1.8798,1.9789,9.3717,2.1191,-4.5056,0.4259,0.7638,-0.7867,3.827,-1.7542,2.113,-16.39,-40.38,15.77,119.05,-72.81,-43.04,0,1006.05,53.615,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,99607,2018-04-26 00:42:11:668,,,
6.3642,8.4743,1.129,-0.1325,9.0052,3.8892,-1.84,6.4254,1.5266,-1.6321,2.0604,-1.2826,2.113,-13.29,-44.82,3.98,149.62,-66.63,1.95,0,1005.97,58.661,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,99706,2018-04-26 00:42:11:767,,,
1.2097,2.0872,1.7527,-0.4982,9.1094,3.6066,-1.3957,6.2967,2.2881,0.7738,2.2561,0.5661,2.113,-12.43,-44.22,1.87,148.77,-66.63,1.95,0,1005.95,58.661,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,99805,2018-04-26 00:42:11:866,,,
0.5209,2.1751,2.9509,-0.86,9.7212,0.9974,-14.2688,-5.9006,-14.0107,1.7504,0.383,0.099,2.113,-13.91,-44.56,6.43,147.87,-73.31,8.59,0,1006.13,58.661,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,99906,2018-04-26 00:42:11:967,,,
9.8499,17.468,21.0181,0.6523,9.7798,-0.4075,-13.1934,-11.7619,-13.5356,0.9978,8.0919,1.846,2.113,-24.77,-37.61,8.19,343.9,-85.5,-121.99,0,1006.13,58.661,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,100006,2018-04-26 00:42:12:067,,,
14.5508,21.606,12.73,-1.2179,9.3305,2.774,-12.1123,-2.6097,-0.6959,-3.315,4.4859,-1.5668,2.113,-22.62,-38.96,-8.4,65.33,-84.44,-13.73,0,1006.01,54.224,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,100106,2018-04-26 00:42:12:167,,,
9.0608,9.8203,3.8757,-2.5066,8.557,4.0904,-10.8442,0.5991,-0.9403,-2.2921,1.9858,-1.1711,8.452,-8.26,-34.04,-30.58,83.11,-60.72,31.5,0,1006.01,54.224,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,100205,2018-04-26 00:42:12:266,,,
7.4672,6.2662,6.1019,-3.7316,8.1238,4.0393,-9.8646,1.285,-2.5224,-0.7981,3.2589,0.6211,8.452,1.65,-30.38,-34.91,75.9,-55.91,42.73,0,1005.99,54.224,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,100306,2018-04-26 00:42:12:367,,,
5.0809,7.9566,5.9171,-4.6254,7.4803,4.346,-8.2868,-1.3767,1.5302,-1.535,3.3578,0.6439,8.452,13.17,-24.52,-37.32,60.14,-49.69,46.78,0,1005.97,48.629,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,100405,2018-04-26 00:42:12:466,,,
3.6962,9.1148,2.2948,-4.6837,6.1595,6.03,-10.1232,0.1299,2.3714,-3.307,-1.1011,-0.8164,8.452,15.3,-16.15,-40.2,45.02,-49.69,46.78,0,1005.97,48.629,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,100505,2018-04-26 00:42:12:566,,,
-1.1694,6.4565,6.8587,-3.0402,6.9647,6.2037,-0.7146,0.0725,0.655,-0.8037,0.2779,3.1314,8.452,13.41,-10.55,-42.24,28.02,-37.54,29.4,0,1005.99,48.629,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,100606,2018-04-26 00:42:12:667,,,
-3.8207,6.2831,5.8788,-2.0755,7.7377,5.6619,-0.2503,-0.0091,-3.7646,1.0129,-0.4418,1.8086,8.452,11.44,-18.34,-41.95,10.16,-52.07,20.13,0,1006.01,55.979,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,100706,2018-04-26 00:42:12:767,,,
4.6333,9.2798,10.908,-1.886,8.1381,5.143,-5.1269,-1.5912,-5.1464,0.1246,0.7887,0.162,8.452,9.39,-20.2,-40.55,7.63,-55.34,16.6,0,1006.01,55.979,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,100805,2018-04-26 00:42:12:866,,,
2.9442,9.7878,10.5374,-1.5635,8.0357,5.4054,-1.5553,-4.4442,-3.8762,-1.3966,1.5685,1.6927,22.185,12.82,-20.22,-40.39,356.58,-55,16.13,0,1006.01,55.979,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,100905,2018-04-26 00:42:12:966,,,
-0.7074,11.5493,5.9339,-2.3492,5.9957,7.4006,-1.621,-3.5129,3.2104,-2.667,2.4426,0.6474,22.185,21.43,-8.35,-41.43,340.45,-37.67,17.61,0,1006.01,55.381,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,101005,2018-04-26 00:42:13:066,,,
-0.9486,7.3787,4.8616,-3.1443,4.5275,8.1149,-4.7404,-1.2669,3.2037,-1.593,0.9749,0.2231,22.185,25.9,-1.04,-38.73,333.35,-27.49,21.18,0,1006.01,55.381,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,101105,2018-04-26 00:42:13:166,,,
1.9426,8.3551,4.8161,-2.9628,4.02,8.4438,-2.0213,-0.6382,1.7184,-1.1829,-0.1779,1.2764,22.185,26.97,1.96,-37.62,327.42,-24.19,19.34,0,1006.03,55.381,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,101205,2018-04-26 00:42:13:266,,,
-0.224,4.7853,7.2905,-0.5502,4.1664,8.8642,-3.0717,-3.7086,0.9837,-0.4046,-2.4477,0.7782,22.185,21.31,0.35,-41.33,327.86,-24.29,12.63,0,1006.03,59.77,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,101305,2018-04-26 00:42:13:366,,,
2.407,6.8983,7.3109,1.0119,3.1658,9.2298,0.7204,-1.9208,2.7312,-1.6514,-0.9674,1.1942,22.185,13.85,4.48,-43.51,312.93,-18.83,-6.26,0,1006.03,59.77,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,101405,2018-04-26 00:42:13:466,,,
0.0422,2.5062,5.5645,1.2112,3.7584,8.9802,-1.4357,0.4227,-5.5803,0.837,-2.8501,-0.9219,22.185,16.32,3.44,-43.44,313.15,-18.17,-1.6,0,1006.04,59.77,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,101505,2018-04-26 00:42:13:566,,,
2.3891,2.906,11.7057,0.2509,3.5824,9.1291,0.2619,-0.7554,-1.514,-0.3067,0.8707,0.0281,6.339,9.99,1.17,-45.5,314.63,-22,-9.35,0,1006.04,59.77,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,101605,2018-04-26 00:42:13:666,,,
-0.9438,4.4771,8.1841,-0.8811,3.7864,9.0068,-1.6907,1.316,3.8536,0.5359,1.2696,-0.9476,6.339,18.48,1.54,-43.14,324.21,-22.7,5.59,0,1006.08,62.92,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,101705,2018-04-26 00:42:13:766,,,
0.1915,3.119,9.5083,-2.1383,3.5811,8.8792,-0.7734,1.2028,-1.0524,-0.2171,1.1444,-0.9474,6.339,22.13,4.09,-41.28,329.68,-21.41,13.54,0,1006.02,62.92,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,101805,2018-04-26 00:42:13:866,,,
-1.5144,1.165,7.4548,-2.6806,3.4718,8.7748,-0.5127,3.8359,-0.5875,0.0717,0.2476,-0.9508,6.339,24.47,6.36,-40.01,332.49,-20.73,16.99,0,1006.02,62.92,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,101905,2018-04-26 00:42:13:966,,,
-2.3023,1.177,9.308,-2.4625,2.7917,9.0763,-0.8767,4.798,1.5312,-0.4118,-1.3289,-0.7665,6.339,22.15,9.74,-39.67,339.87,-19.21,17.62,2,1006,55.499,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,102005,2018-04-26 00:42:14:066,,,
-0.7003,-0.1401,9.603,-1.1343,0.9926,9.6935,1.6107,2.023,-3.9439,-1.0477,-1.5364,-1.7303,6.339,13.64,16.44,-42.06,345.65,-13.14,9.95,2,1006,55.499,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,102105,2018-04-26 00:42:14:166,,,
-3.4447,-0.1064,14.2749,-0.0895,0.617,9.7902,0.2888,-0.3222,-0.6116,-0.4516,-1.7535,-1.3989,6.339,9.34,20.64,-41.83,350.86,-5.81,6.67,2,1006,55.499,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,102206,2018-04-26 00:42:14:267,,,
-0.6549,-0.2701,10.8709,0.6638,0.1155,9.7868,1.0981,0.9359,-0.5939,-0.6726,-0.6816,-2.6971,4.226,-2.29,24.12,-41.45,0.13,-1.14,-2.71,2,1006.02,56.014,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,102305,2018-04-26 00:42:14:366,,,
-0.9522,-1.4031,10.8085,0.5738,0.1674,9.7918,1.149,1.6052,-1.2338,-0.0635,0.1189,-3.5519,4.226,-11.66,21.5,-39.89,23.96,-0.98,-3.35,2,1006.05,56.014,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,102405,2018-04-26 00:42:14:466,,,
-0.4759,-0.824,10.8229,0.3484,0.5102,9.7905,0.245,0.8945,0.2362,0.2121,-0.157,-2.5836,4.226,-17.08,16,-41.19,40.57,-2.98,-2.04,2,1006.05,56.014,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,102505,2018-04-26 00:42:14:566,,,
0.5913,0.2596,9.6258,0.7993,0.9119,9.7348,-0.7589,0.6656,1.7751,0.2929,-0.773,-2.0278,4.226,-20.35,12.42,-40.06,48.56,-4.32,-4.11,2,1006.06,57.231,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,102605,2018-04-26 00:42:14:666,,,
0.6068,0.3981,9.4555,0.7717,0.6593,9.7574,0.7641,-0.3352,-2.0101,-0.948,-0.1279,-2.5509,4.226,-23.35,7.05,-40.49,63.67,-3.85,-4.52,2,1006.08,57.231,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,102705,2018-04-26 00:42:14:766,,,
-2.8466,3.7848,20.4436,0.2271,1.4921,9.6932,2.1355,-2.2585,4.2489,0.0352,0.1269,-2.7316,4.226,-23.85,0.52,-39.84,84.55,-1.49,-3.19,2,1006.08,57.231,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,102805,2018-04-26 00:42:14:866,,,
-2.2283,1.3179,-0.3116,-1.12,1.6731,9.6012,-0.336,-2.0554,2.0646,-0.3399,1.3548,-1.9109,4.226,-16.06,-9.08,-42.99,95.2,-9.82,6.65,2,1006.06,57.231,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,102906,2018-04-26 00:42:14:967,,,
0.2499,5.3031,12.5764,-0.9268,1.6496,9.6258,-1.4607,-4.1077,-3.8638,0.7698,0.2465,-1.1816,14.79,-18.39,-9.59,-42.53,101.1,-7.84,5.3,2,1006.07,54.087,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,103005,2018-04-26 00:42:15:066,,,
-0.3935,4.1593,12.4673,-1.0395,2.1795,9.5082,0.9883,2.2876,0.117,0.8605,-0.2775,-0.2648,14.79,-16.85,-15.02,-40.19,106.27,-12.84,6.24,2,1006.07,54.087,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,103105,2018-04-26 00:42:15:166,,,
-0.6704,-0.4736,9.0861,-0.178,2.1749,9.5642,-0.927,2.5947,1.3715,-0.7779,-0.6204,0.053,14.79,-20.52,-14.61,-38.25,106.16,-12.81,1.07,2,1006.08,54.087,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,103206,2018-04-26 00:42:15:267,,,
0.8802,-0.4616,8.2801,1.4014,0.8611,9.6711,-1.853,0.9223,-0.5377,-1.2567,-1.3333,-0.0589,14.79,-22.39,-11.28,-38.87,104.55,-8.09,-2.45,2,1006.08,57.562,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,103306,2018-04-26 00:42:15:367,,,
3.2151,-0.4868,10.3539,1.733,0.4427,9.6456,-2.57,1.4881,-0.1609,-0.8961,-0.4321,-1.7436,14.79,-27.05,-10.01,-36.52,112.09,-2.59,-10.19,2,1006.08,57.562,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,103407,2018-04-26 00:42:15:468,,,Out
5.864,-0.6915,9.4327,2.2916,0.283,9.5344,0.8461,1.4024,-0.3736,-0.8806,-0.6215,-3.0544,14.79,-25.18,-14.51,-35.99,131,-1.65,-13.51,2,1006.09,57.562,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,103506,2018-04-26 00:42:15:567,,,Out
-1.9728,-1.4512,8.9505,2.565,0.3707,9.4615,4.0619,-1.099,-1.0054,-0.3939,-0.9084,-1.7588,14.79,-22.08,-19.99,-35.65,147.38,-2.17,-15.17,2,1006.09,48.92,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,103605,2018-04-26 00:42:15:666,,,Out
-1.1909,1.5105,10.6657,3.0346,0.1293,9.328,4.7078,-0.5039,-3.1745,-0.1242,0.1177,-0.2324,14.79,-22.32,-20.29,-35.31,152.43,-1.3,-18.21,2,1006.09,48.92,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,103706,2018-04-26 00:42:15:767,,,Out
-1.4953,-0.476,13.7387,2.4772,-0.1901,9.4902,3.1952,0.0479,-5.3523,-0.2495,0.4036,0.577,23.242,-21.43,-18.98,-37.1,153.46,0.04,-16.67,2,1006.1,48.92,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,103805,2018-04-26 00:42:15:866,,,Out
-0.0867,0.0911,13.7915,1.8471,-0.0546,9.6344,2.3059,0.4259,-0.2194,0.4006,1.067,0.9148,23.242,-19.94,-16.93,-39.16,144.49,0.32,-10.85,2,1006.1,48.92,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,103905,2018-04-26 00:42:15:966,,,Out
1.5905,1.7273,8.8966,1.0174,0.3073,9.7523,-1.0559,-1.6555,1.802,0.4158,0.6274,1.6416,23.242,-19.88,-16.53,-38.29,139.16,-0.24,-7.96,2,1006.1,54.322,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,104006,2018-04-26 00:42:16:067,,,Out
1.9999,1.8874,7.9898,0.7025,0.6867,9.7607,-0.8338,-1.5177,1.1546,0.6565,0.4346,1.0322,23.242,-19.06,-15.13,-39.26,126.94,-4.01,-4.12,2,1006.11,54.322,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,104105,2018-04-26 00:42:16:166,,,Out
-1.8642,-0.0992,12.5465,0.8323,1.8948,9.5892,3.1917,2.0753,-3.1724,1.4292,0.1658,-0.1808,23.242,-20.79,-18.3,-36.92,119.9,-11.14,-4.96,2,1006.11,54.322,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,104206,2018-04-26 00:42:16:267,,,Out
-1.8284,-0.8733,10.2411,-0.5253,2.6044,9.4434,0.6423,2.223,0.422,0.8669,1.3351,-0.3948,23.242,-16.74,-23.56,-36.87,128.44,-15.47,-0.52,2,1006.11,54.687,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,104305,2018-04-26 00:42:16:366,,,Out
3.4026,2.9252,12.3629,0.1725,2.711,9.4264,-2.82,-0.2628,-1.1664,0.5463,-1.0272,1.0079,23.242,-16.21,-22.25,-37.28,122.84,-15.4,3.18,2,1006.11,54.687,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,104405,2018-04-26 00:42:16:466,,,Out
2.9489,2.9914,10.3971,0.2204,3.5051,9.1598,-0.3403,1.2105,0.6771,0.6963,0.0024,-0.4509,32.75,-18.47,-24.01,-34.92,123.81,-19,-2.4,2,1006.12,54.687,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,104506,2018-04-26 00:42:16:567,,,Out
-0.1536,1.9982,8.424,0.453,3.8944,8.9925,0.276,0.7314,2.0051,0.6779,-0.4274,0.1078,32.75,-18.92,-27.04,-32.85,123.17,-23.39,-2.88,2,1006.12,48.761,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,104605,2018-04-26 00:42:16:666,,,Out
0.0936,3.6524,7.6143,0.9869,4.4614,8.6809,1.1317,0.0848,1.4654,0.4343,0.0787,0.4236,32.75,-21.16,-27.4,-31.98,118.78,-25.4,-5.15,2,1006.11,48.761,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,104706,2018-04-26 00:42:16:767,,,Out
-0.0031,4.1521,7.7379,1.2139,4.6106,8.5735,2.3184,0.8739,3.9963,0.3651,-0.7988,0.9783,32.75,-22.54,-28.59,-29.53,118.6,-28.03,-8.06,2,1006.11,48.761,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,104806,2018-04-26 00:42:16:867,,,Out
2.5097,3.042,7.7307,2.651,3.3769,8.8207,3.1482,1.0279,-2.0055,-2.2011,0.6433,-0.1449,32.75,-30.18,-22.47,-27.02,112.73,-20.13,-16.73,2,1006.11,50.468,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,104905,2018-04-26 00:42:16:966,,,Out
-1.0441,1.4106,12.1507,2.1072,1.9215,9.3864,0.8389,-0.0745,-3.0375,-1.0867,0.6289,0.7341,32.75,-28.56,-16.34,-32.57,111.12,-11.3,-12.65,2,1006.11,50.468,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,105006,2018-04-26 00:42:17:067,,,Out
0.9005,2.7542,12.5033,2.0802,1.9725,9.3818,0.0924,-0.6895,0.8573,0.5757,0.1163,0.8264,32.75,-27.85,-14.21,-33.47,107.2,-11.3,-12.65,2,1006.11,50.468,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,105106,2018-04-26 00:42:17:167,,,Out
2.0787,2.7542,9.194,2.8007,2.7218,8.9991,0.4826,-1.3979,0.0799,0.7126,-0.5156,0.578,27.467,-30.38,-15.14,-31.14,104.79,-13.75,-14.1,2,1006.1,48.816,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,105205,2018-04-26 00:42:17:266,,,Out
3.6258,2.3606,8.773,2.9378,2.9197,8.8928,-0.7874,0.1609,-1.2386,0.1519,-0.2679,-0.2841,27.467,-33.14,-16.47,-28.82,100.19,-17.32,-18.28,2,1006.1,48.816,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,105305,2018-04-26 00:42:17:366,,,Out
3.1137,1.4239,10.619,2.6627,3.5729,8.7396,1.5785,1.6467,-0.2594,-0.2338,0.248,-0.2617,27.467,-31.52,-20.65,-27.98,105.92,-21.36,-16.94,2,1006.1,48.816,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,105406,2018-04-26 00:42:17:467,,,Out
2.4177,0.2656,8.6507,1.7906,2.0059,9.4343,0.1974,3.2955,0.9031,-1.2195,1.0124,0.166,27.467,-29.81,-18.14,-30.54,105.58,-17.34,-13.57,2,1006.1,48.816,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,105505,2018-04-26 00:42:17:566,,,Out
1.0366,-1.5247,8.448,1.9476,1.1323,9.5478,1.4996,1.996,0.2139,-1.2206,0.0794,0.864,27.467,-28.86,-10.76,-34.84,106.39,-6.63,-11.53,2,1006.1,54.15,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,105606,2018-04-26 00:42:17:667,,,Out
1.9331,-0.2641,11.3506,1.6011,0.7466,9.6496,-1.6504,-0.003,0.4541,-0.6306,1.605,0.6388,27.467,-25.82,-5.93,-36.2,98.51,-4.36,-9.42,2,1006.1,54.15,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,105706,2018-04-26 00:42:17:767,,,Out
0.1855,1.2457,7.7571,2.0234,0.5834,9.5813,1.2901,-1.2559,-1.1068,-0.4111,-0.8105,-0.1303,27.467,-28.34,-8.18,-34.77,105.53,-3.41,-11.92,2,1006.1,54.15,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,105805,2018-04-26 00:42:17:866,,,Out
1.1834,1.0145,10.8493,2.1383,0.0311,9.5741,-0.0014,0.2757,1.1603,-0.91,-0.3199,-0.9742,15.847,-29.54,-7.97,-34.68,105.36,-3.05,-13.3,2,1006.1,57.092,30.453457,-84.31882,287.91,142.4569661,,0,27.664516,,0 / 16,105905,2018-04-26 00:42:17:966,,,Out
