ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
2.571451,5.667248,8.870789,0.617984,5.614101,8.016874,2.226415,0.012445,-0.137315,0.483805,-0.222355,-1.246165,137,-54,-27.7,-47.7,84.1422,-30.8684,-9.1513,3.15,1010.2842,37.86307,30.445263,-84.300545,98.8026,NaN,,0,103.22581,,0 / 2,22,2018-04-16 21:16:53:033
3.895485,4.309695,6.543553,0.617984,5.614101,8.016874,2.226415,0.012445,-0.137315,0.483805,-0.222355,-1.246165,146,-50.9,-31.8,-46.9,86.5672,-34.9233,-4.408,3.15,1010.2842,37.86307,30.445263,-84.300545,98.8026,NaN,,0,103.22581,,7-Jul,121,2018-04-16 21:16:53:132
-2.121327,5.016006,9.244295,-1.171748,6.671845,7.091103,-0.286365,-0.394056,0.165944,2.257758,2.723237,-2.433687,146,-27.8,-50.7,-39.5,112.8284,-42.8702,9.3829,0,1010.2917,37.86307,30.445263,-84.300545,98.8026,NaN,,0,103.22581,,7-Jul,221,2018-04-16 21:16:53:232
-9.126976,7.905895,1.94894,-3.71717,7.619706,4.928781,-2.993981,-0.566172,-1.090758,2.912606,-0.036652,-1.615128,85,-20.9,-61.5,-27.7,132.5393,-50.9862,37.0227,0,1010.2917,39.34158,30.445263,-84.300545,98.8026,NaN,,0,103.22581,,7-Jul,322,2018-04-16 21:16:53:333
-6.395108,6.639324,0.21309,-4.397242,8.304488,2.805319,-1.997866,-1.665164,-2.592229,1.390329,0.312763,-0.117286,85,-18.5,-66.6,-23.2,142.5905,-57.8678,57.4633,0,1010.2971,39.34158,30.445263,-84.300545,98.8026,NaN,,0,103.22581,,7-Jul,422,2018-04-16 21:16:53:433
-4.12773,9.854836,1.515576,-5.492301,8.10291,0.589532,-0.938721,5.331366,-3.647021,2.459344,0.561996,-0.411723,84,-18.5,-66.6,-23.2,142.5905,-57.8678,57.4633,0,1010.2971,39.34158,30.445263,-84.300545,98.8026,NaN,,0,103.22581,,7-Jul,521,2018-04-16 21:16:53:532
-3.885908,8.08786,-0.031126,-5.754756,7.92877,0.432926,-1.286806,-2.42912,-0.250962,1.138653,-2.532647,-0.540005,84,-12.2,-69.6,-13.9,142.5905,-57.8678,57.4633,0,1010.4189,39.34158,30.445263,-84.300545,98.8026,NaN,,0,103.22581,,7-Jul,622,2018-04-16 21:16:53:633
-7.348029,4.759819,0.818842,-5.754756,7.92877,0.432926,-1.286806,-2.42912,-0.250962,1.138653,-2.532647,-0.540005,49,-12.2,-70.5,-13.4,164.5264,-53.9507,85.6978,0,1010.4189,60.90334,30.445263,-84.300545,98.8026,NaN,,0,103.22581,,7-Jul,721,2018-04-16 21:16:53:732
-7.479714,1.977671,-4.316877,-5.668749,7.997731,-0.267414,-1.810965,-6.020059,-4.049463,2.25898,-4.713436,-1.076345,49,-15.8,-73,-5.7,174.608,-54.6411,92.7008,0,1010.4189,60.90334,30.445263,-84.300545,98.8026,NaN,,0,103.22581,,7-Jul,821,2018-04-16 21:16:53:832
-4.446168,5.604997,-2.954535,-6.426224,7.404519,-0.216073,0.086185,-0.367745,3.410035,-0.191812,0.443488,0.207694,44,-14.8,-72.1,-3.7,176.5898,-49.03,91.9258,0,1010.5886,60.90334,30.445263,-84.300545,98.8026,NaN,,0,103.22581,,7-Jul,921,2018-04-16 21:16:53:932
-6.993676,4.793339,0.339987,-6.786449,6.965119,-1.265484,-3.329362,2.585644,-1.114425,0.541227,0.152716,-1.070236,44,-15,-73.1,-1.8,178.5544,-49.03,91.9258,0,1010.5886,57.73006,30.445263,-84.300545,98.8026,NaN,,0,103.22581,,7-Jul,1021,2018-04-16 21:16:54:032
-5.933013,5.593026,-1.060664,-7.02137,6.658964,-1.590096,1.023712,-2.136178,-0.56954,0.802677,0.540005,0.030543,44,-13.2,-73.2,0.5,183.5474,-42.7677,102.7603,0,1010.6887,57.73006,30.445263,-84.300545,98.8026,NaN,,0,103.22581,,7-Jul,1121,2018-04-16 21:16:54:132
-8.758257,5.008823,-6.88354,-7.215452,5.941458,-2.967514,-0.400736,0.180703,-3.504211,1.273043,0.657291,-0.305433,29,-9.6,-72.8,5.7,188.538,-37.2909,112.356,0,1010.6887,57.73006,30.445263,-84.300545,98.8026,NaN,,0,103.22581,,7-Jul,1222,2018-04-16 21:16:54:233
-7.568302,5.882734,-0.634483,-7.259984,5.650874,-3.395609,-0.308319,0.23186,2.761127,0.288328,-0.150273,0.156382,29,-7.1,-71.8,10.1,191.3213,-35.1858,115.0663,0,1010.8945,50.28958,30.445263,-84.300545,98.8026,NaN,,0,103.22581,,7-Jul,1322,2018-04-16 21:16:54:333
-6.177229,5.973716,-4.728692,-7.259984,5.650874,-3.395609,-0.308319,0.23186,2.761127,0.288328,-0.150273,0.156382,18,-7.1,-71.8,10.1,191.3213,-35.1858,115.0663,0,1010.8945,50.28958,30.445263,-84.300545,98.8026,NaN,,0,103.22581,,7-Jul,1422,2018-04-16 21:16:54:433
-6.541158,6.189201,-4.800521,-6.193992,6.020547,-4.642954,2.004011,-0.118659,-2.707469,0.144164,2.214997,0.98838,18,-7.5,-72.2,12.7,194.7427,-37.874,126.8549,0,1010.876,50.28958,30.445263,-84.300545,98.8026,NaN,,0,103.22581,,7-Jul,1522,2018-04-16 21:16:54:533
-2.260195,3.967313,-6.301731,-5.270699,5.940628,-5.753124,3.99934,-5.19122,4.108257,-0.477697,0.326202,0.569326,18,-10.4,-73.1,17,199.0599,-37.2848,137.5058,0,1010.876,61.31101,30.445263,-84.300545,98.8026,NaN,,0,103.22581,,7-Jul,1621,2018-04-16 21:16:54:632
-3.505218,3.469304,-4.008016,-6.130557,5.619951,-5.196394,1.861566,0.404045,0.520375,0.31765,-0.35308,-0.890641,20,-11.7,-73.7,17.7,200.648,-37.2848,137.5058,0,1011.061,61.31101,30.445263,-84.300545,98.8026,NaN,,0,103.22581,,7-Jul,1721,2018-04-16 21:16:54:732
-3.73028,1.448536,-8.564321,-5.945421,4.650943,-6.260261,2.215141,-3.202406,-2.304059,1.56015,-0.427606,-0.370184,20,-8.9,-71.2,19.6,201.0689,-34.965,130.2853,0,1011.061,61.31101,30.445263,-84.300545,98.8026,NaN,,0,103.22581,,7-Jul,1821,2018-04-16 21:16:54:832
-8.810931,3.064672,-6.41905,-5.945421,4.650943,-6.260261,2.215141,-3.202406,-2.304059,1.56015,-0.427606,-0.370184,5,-8.9,-71.2,19.6,201.0689,-34.965,130.2853,0,1010.8274,56.21343,30.445263,-84.300545,98.8026,NaN,,0,103.22581,,7-Jul,1922,2018-04-16 21:16:54:933
-1.352765,0.323227,-15.840522,-5.822881,3.749876,-6.942804,0.921801,-1.278984,-0.070027,1.7935,1.346347,0.824668,5,-7.8,-67.6,27.9,203.0853,-22.4813,140.0137,0,1010.8274,56.21343,30.445269,-84.30054,96.5379,NaN,,3.0435,77.41936,,7-Jul,2022,2018-04-16 21:16:55:033
-8.051946,-0.411815,0.433364,-5.5771,2.684006,-7.606705,-4.090981,15.28742,9.40E-05,-0.067195,0.222355,-0.522901,0,-11.8,-63.5,34.1,208.4206,-15.8841,143.7518,0,1010.4988,56.21343,30.445269,-84.30054,96.5379,NaN,,3.0435,77.41936,,7-Jul,2121,2018-04-16 21:16:55:132
-6.165257,0.67758,-6.689604,-5.89247,2.634014,-7.383112,1.496582,-2.921327,5.783737,-0.641408,0.753808,0.288328,0,-11,-62.8,34.7,208.8753,-15.5807,141.4066,0,1010.4988,68.56566,30.445269,-84.30054,96.5379,NaN,,3.0435,77.41936,,7-Jul,2222,2018-04-16 21:16:55:233
-7.031985,7.5276,-6.756643,-5.799458,2.217914,-7.590588,-1.232527,5.309686,0.833945,0.032987,0.466701,1.2144,0,-11.9,-61.3,36,209.8973,-13.0714,142.619,0,1010.2363,68.56566,30.445269,-84.30054,96.5379,NaN,,3.0435,77.41936,,7-Jul,2321,2018-04-16 21:16:55:332
-3.905062,7.927444,-6.895511,-4.18803,2.654298,-8.46078,5.796983,-8.070147,3.054508,0.271224,2.882062,0.350637,0,-17.7,-59.4,38.8,214.0364,-15.7038,153.6649,0,1010.2363,68.56566,30.445269,-84.30054,96.5379,NaN,,3.0435,77.41936,,7-Jul,2422,2018-04-16 21:16:55:433
-17.394407,17.578766,2.652857,-4.18803,2.654298,-8.46078,5.796983,-8.070147,3.054508,0.271224,2.882062,0.350637,0,-17.7,-59.4,38.8,214.0364,-15.7038,153.6649,0,1010,67.35828,30.445269,-84.30054,96.5379,NaN,,3.0435,77.41936,,7-Jul,2521,2018-04-16 21:16:55:532
-0.608146,4.606585,-12.51248,-2.435437,1.311074,-9.408484,1.422659,-0.755602,-0.223684,1.237613,-0.778242,0.739147,0,-29.4,-51.3,46.5,221.2579,-7.683,165.4872,0,1010,67.35828,30.445269,-84.30054,96.5379,NaN,,3.0435,77.41936,,7-Jul,2621,2018-04-16 21:16:55:632
-2.887495,-0.210696,-7.70717,-2.06768,1.451071,-9.475687,-0.819816,-1.661767,1.768517,0.93218,-0.983493,0.290772,0,-29.7,-50.7,46.9,221.4135,-8.5092,167.6905,0,1009.9451,67.35828,30.445269,-84.30054,96.5379,NaN,,3.0435,77.41936,,7-Jul,2721,2018-04-16 21:16:55:732
-2.45892,0.852362,-9.584282,-2.409608,0.972326,-9.456144,-0.003821,-0.543751,-0.326862,0.337198,-0.111177,0.372628,0,-29,-49.6,47.4,220.8332,-5.6902,165.7042,0,1009.9451,67.35828,30.445269,-84.30054,96.5379,NaN,,3.0435,77.41936,,7-Jul,2822,2018-04-16 21:16:55:833
-2.693559,0.289707,-9.115005,-2.41846,0.765394,-9.47286,-0.258339,-0.633709,0.266873,0.130725,-0.003665,0.395841,0,-27.9,-49,47.5,220.4419,-4.4764,165.6781,0,1009.7178,52.44913,30.445269,-84.30054,96.5379,NaN,,3.0435,77.41936,,7-Jul,2921,2018-04-16 21:16:55:932
-2.11175,0.323227,-9.395134,-2.381338,0.776585,-9.481329,0.269588,-0.453358,0.086195,-0.145386,0.069639,0.144164,0,-27.2,-48.7,48,219.7437,-4.4764,165.6781,0,1009.7178,52.44913,30.445276,-84.30052,93.3094,NaN,,3.0303,103.22581,,7-Jul,3021,2018-04-16 21:16:56:032
-2.164424,1.005595,-9.548368,-2.381338,0.776585,-9.481329,0.269588,-0.453358,0.086195,-0.145386,0.069639,0.144164,0,-27.2,-48.7,48,219.7437,-4.4764,165.6781,0,1009.7148,52.44913,30.445276,-84.30052,93.3094,NaN,,3.0303,103.22581,,7-Jul,3121,2018-04-16 21:16:56:132
-2.032739,1.537124,-9.454991,-2.312368,0.919066,-9.485682,0.147943,0.254129,0.116885,-0.109956,0.002443,0.116064,0,-27.3,-48.8,47.8,219.6663,-4.542,165.9012,0,1009.7148,38.92268,30.445276,-84.30052,93.3094,NaN,,3.0303,103.22581,,7-Jul,3221,2018-04-16 21:16:56:232
-1.834014,0.960104,-9.416683,-2.219389,1.049784,-9.494323,0.404529,0.281433,-0.00616,0.030543,0.0281,-0.001222,0,-27.7,-49.1,47.9,220.5793,-5.3776,166.3,0,1009.8979,38.92268,30.445276,-84.30052,93.3094,NaN,,3.0303,103.22581,,7-Jul,3321,2018-04-16 21:16:56:332
-2.020768,0.550683,-9.471751,-2.12736,1.016594,-9.518979,0.106592,-0.465911,0.047228,0.03543,-0.039095,0.012217,0,-28.6,-49.4,49,221.6329,-6.1452,166.8428,0,1009.8979,38.92268,30.445276,-84.30052,93.3094,NaN,,3.0303,103.22581,,7-Jul,3421,2018-04-16 21:16:56:432
-2.214704,0.761379,-9.471751,-2.139573,0.936171,-9.524466,0.140354,-0.03353,0.081446,-0.023213,-0.023213,0.023213,0,-29.1,-49.6,50,220.8587,-5.9502,167.4022,0,1010.0896,40.27405,30.445276,-84.30052,93.3094,NaN,,3.0303,103.22581,,7-Jul,3522,2018-04-16 21:16:56:533
-2.171607,0.936161,-9.385557,-2.171406,0.932002,-9.517676,0.047684,-0.055697,0.06508,-0.019548,-0.00733,-0.043982,0,-29.2,-49.6,50.4,220.6475,-5.478,167.3393,0,1010.0896,40.27405,30.445276,-84.30052,93.3094,NaN,,3.0303,103.22581,,7-Jul,3621,2018-04-16 21:16:56:632
-2.116539,0.837996,-9.404712,-2.171406,0.932002,-9.517676,0.047684,-0.055697,0.06508,-0.019548,-0.00733,-0.043982,0,-29.2,-49.6,50.4,220.6475,-5.478,167.3393,0,1010.2512,40.27405,30.445276,-84.30052,93.3094,NaN,,3.0303,103.22581,,7-Jul,3721,2018-04-16 21:16:56:732
-2.19555,0.933767,-9.378374,-2.194581,0.931157,-9.512457,-0.048854,-0.059641,0.038311,-0.009774,-0.006109,-0.00733,0,-29.2,-49.7,50.5,220.9462,-5.4535,167.1482,0,1010.2512,39.24407,30.445276,-84.30052,93.3094,NaN,,3.0303,103.22581,,7-Jul,3822,2018-04-16 21:16:56:833
-2.104567,1.089395,-9.469357,-2.202934,0.947216,-9.508928,-0.009376,-0.020632,0.12816,-0.03543,0.015882,-0.013439,0,-29.1,-49.6,50.7,221.0131,-5.4485,167.0088,0,1010.2866,39.24407,30.445276,-84.30052,93.3094,NaN,,3.0303,103.22581,,7-Jul,3921,2018-04-16 21:16:56:932
-2.104567,1.089395,-9.469357,-2.172032,0.987191,-9.511974,0.175207,0.09981,0.1336,-0.029322,0.040317,-0.019548,0,-29,-49.5,50.8,221.0131,-5.4485,167.0088,0,1010.2866,39.24407,30.445286,-84.30052,94.4352,NaN,,0,103.22581,,7-Jun,4021,2018-04-16 21:16:57:032
-1.951334,1.05827,-9.672871,-2.05469,0.996277,-9.537062,0.110538,0.428317,-0.099895,0.206472,0.174707,-0.112399,0,-29.2,-49.5,50.3,221.5276,-5.7775,167.1372,0,1010.311,39.24407,30.445286,-84.30052,94.4352,NaN,,0,103.22581,,7-Jun,4122,2018-04-16 21:16:57:133
-1.541913,0.193936,-9.12937,-1.880103,0.583895,-9.606984,0.33819,-0.389959,0.477614,0.502131,0.037874,-0.185703,0,-29.4,-49.2,50.1,221.2071,-5.8309,167.8419,0,1010.311,42.44174,30.445286,-84.30052,94.4352,NaN,,0,103.22581,,7-Jun,4222,2018-04-16 21:16:57:233
-2.051893,-0.215485,-9.761458,-1.880103,0.583895,-9.606984,0.33819,-0.389959,0.477614,0.502131,0.037874,-0.185703,0,-29.6,-48.6,50.3,220.1197,-3.4135,168.9271,0,1010.3313,42.44174,30.445286,-84.30052,94.4352,NaN,,0,103.22581,,7-Jun,4322,2018-04-16 21:16:57:333
-1.522759,-1.003201,-9.981731,-1.894564,0.142293,-9.620831,0.050973,-0.058493,0.393295,0.12706,-0.001222,-0.284663,0,-29.6,-48.6,50.3,220.1197,-3.4135,168.9271,0,1010.3313,42.44174,30.445286,-84.30052,94.4352,NaN,,0,103.22581,,7-Jun,4422,2018-04-16 21:16:57:433
-1.709512,0.488432,-9.25866,-2.098459,-0.146641,-9.578362,-0.690871,1.48983,0.736304,0.15516,-0.284663,-0.382402,0,-29.3,-47.7,50.7,218.9737,-0.8314,168.8597,0,1010.3403,44.73931,30.445286,-84.30052,94.4352,NaN,,0,103.22581,,7-Jun,4521,2018-04-16 21:16:57:532
-2.55948,0.095771,-9.069513,-2.219789,-0.498655,-9.539072,-0.339691,0.594426,0.469559,0.172264,0.03543,-0.142942,0,-28.4,-46.6,51.1,218.7664,0.8568,167.6427,0,1010.3403,44.73931,30.445286,-84.30052,94.4352,NaN,,0,103.22581,,7-Jun,4621,2018-04-16 21:16:57:632
-2.030345,-1.003201,-9.11261,-2.13978,-0.79421,-9.537345,-0.115627,-0.388562,0.441495,0.285885,0.025656,0.211359,0,-27.7,-45.9,51.5,218.7664,0.8568,167.6427,0,1010.3564,44.73931,30.445286,-84.30052,94.4352,NaN,,0,103.22581,,7-Jun,4722,2018-04-16 21:16:57:733
-1.845986,-1.376708,-9.210775,-2.129873,-0.903839,-9.52977,-0.142294,-0.642863,0.223224,-0.004887,0.018326,0.414167,0,-27.2,-45,51.7,217.8897,4.6453,167.3546,0,1010.3564,48.41498,30.445286,-84.30052,94.4352,NaN,,0,103.22581,,7-Jun,4822,2018-04-16 21:16:57:833
-2.312869,-1.668809,-9.378374,-2.129873,-0.903839,-9.52977,-0.142294,-0.642863,0.223224,-0.004887,0.018326,0.414167,0,-27.3,-44.3,52.1,218.1714,5.2882,167.4016,0,1010.3645,48.41498,30.445286,-84.30052,94.4352,NaN,,0,103.22581,,7-Jun,4921,2018-04-16 21:16:57:932
-1.788523,-1.094184,-9.407105,-2.262747,-0.586664,-9.523973,0.474224,-0.507519,0.116868,-0.671952,-0.147829,0.265116,0,-27.5,-44.4,51.9,219.4235,3.4297,166.6352,0,1010.3645,48.41498,30.445286,-84.30052,94.4352,NaN,,0,103.22581,,7-Jun,5022,2018-04-16 21:16:58:033
-1.913026,0.148445,-9.229929,-2.345613,-0.101425,-9.521444,-1.564238,2.34486,-1.413209,0.390954,0.0562,-0.343306,0,-27.4,-45.4,51.6,219.4235,3.4297,166.6352,0,1010.3728,53.64813,30.445293,-84.30051,96.3146,NaN,,0,38.70968,,7-May,5121,2018-04-16 21:16:58:132
-2.411035,-0.806871,-9.490906,-2.258157,-0.040427,-9.543015,-0.648492,0.263094,-0.409985,-0.064752,0.280998,0.078191,0,-27.3,-46.4,51,219.4642,0.2362,166.687,0,1010.3728,53.64813,30.445293,-84.30051,96.3146,NaN,,0,38.70968,,7-May,5222,2018-04-16 21:16:58:233
-1.642472,-0.174782,-9.402317,-2.207068,-0.074319,-9.554753,0.564596,-0.100463,0.152436,-0.100182,0.19059,0.045204,0,-27.3,-46.4,51,219.4642,0.2362,166.687,0,1010.3647,53.64813,30.445293,-84.30051,96.3146,NaN,,0,38.70968,,7-May,5322,2018-04-16 21:16:58:333
-2.037528,0.090982,-9.2419,-2.172586,-0.060918,-9.562758,0.003373,0.108803,0.380714,-0.013439,0.00733,-0.006109,0,-27.4,-46.9,50,219.4642,0.2362,166.687,0,1010.3647,53.64813,30.445293,-84.30051,96.3146,NaN,,0,38.70968,,7-May,5422,2018-04-16 21:16:58:433
-2.454131,-0.009577,-9.660899,-2.172586,-0.060918,-9.562758,0.003373,0.108803,0.380714,-0.013439,0.00733,-0.006109,0,-27.2,-47.3,48.7,218.1969,0.3559,167.2001,0,1010.3452,44.3972,30.445293,-84.30051,96.3146,NaN,,0,38.70968,,7-May,5521,2018-04-16 21:16:58:532
-2.221887,-0.177176,-9.42626,-2.146012,-0.058119,-9.568754,0.060598,-0.133423,0.233477,0.018326,0.032987,0.052534,0,-27.6,-47.4,49,218.8423,0.3396,167.3593,0,1010.3452,44.3972,30.445293,-84.30051,96.3146,NaN,,0,38.70968,,7-May,5622,2018-04-16 21:16:58:633
-2.171607,-0.038308,-9.490906,-2.155583,-0.07486,-9.566503,-0.016024,0.036551,0.075597,-0.002443,-0.047647,-0.032987,0,-28.1,-47.4,50.2,218.9881,0.4374,167.3019,0,1010.3403,44.3972,30.445293,-84.30051,96.3146,NaN,,0,38.70968,,7-May,5722,2018-04-16 21:16:58:733
-2.269772,-0.043097,-9.507666,-2.19236,-0.077531,-9.558103,-0.046287,0.017675,0.071986,-0.001222,-0.017104,-0.036652,0,-28.6,-47.3,51.2,219.9607,0.453,167.0814,0,1010.3403,39.80394,30.445293,-84.30051,96.3146,NaN,,0,38.70968,,7-May,5821,2018-04-16 21:16:58:832
-2.181184,-0.124502,-9.469357,-2.196301,-0.082606,-9.557156,-0.023191,-0.003587,0.085404,0.00733,0.00733,0.008552,0,-28.5,-47.4,51.2,219.2594,0.4826,167.0578,0,1010.3435,39.80394,30.445293,-84.30051,96.3146,NaN,,0,38.70968,,7-May,5921,2018-04-16 21:16:58:932
-2.200338,-0.122108,-9.44302,-2.200345,-0.088438,-9.556184,7.00E-06,-0.03367,0.113164,0,-0.00733,-0.008552,0,-28.5,-47.4,51.2,219.2594,0.4826,167.0578,0,1010.3435,39.80394,30.445301,-84.30051,97.4187,NaN,,0,38.70968,,7-May,6022,2018-04-16 21:16:59:033
-2.241041,-0.074223,-9.483723,-2.200345,-0.088438,-9.556184,7.00E-06,-0.03367,0.113164,0,-0.00733,-0.008552,0,-28.5,-47.5,51.2,219.2577,0.5167,167.0335,0,1010.3315,37.78502,30.445301,-84.30051,97.4187,NaN,,0,38.70968,,7-May,6122,2018-04-16 21:16:59:133
-2.231464,-0.086194,-9.483723,-2.207765,-0.091373,-9.554424,-0.03567,0.007573,0.080278,0.002443,0.003665,0.001222,0,-28.6,-47.4,51.1,219.9746,0.5339,166.9889,0,1010.3315,37.78502,30.445301,-84.30051,97.4187,NaN,,0,38.70968,,7-May,6221,2018-04-16 21:16:59:232
-2.288926,-0.10056,-9.481328,-2.213229,-0.091003,-9.553171,0.010497,0.004809,0.119728,0,-0.003665,-0.004887,0,-28.7,-47.5,51.1,219.9932,0.5317,166.9562,0,1010.3411,37.78502,30.445301,-84.30051,97.4187,NaN,,0,38.70968,,7-May,6321,2018-04-16 21:16:59:332
-2.152453,-0.095771,-9.47654,-2.218745,-0.092068,-9.551891,0.044744,0.037,0.0969,-0.003665,0.006109,0,0,-28.5,-47.6,50.6,218.7242,0.5379,166.9231,0,1010.3411,36.08688,30.445301,-84.30051,97.4187,NaN,,0,38.70968,,7-May,6422,2018-04-16 21:16:59:433
-2.169213,-0.122108,-9.47654,-2.218504,-0.092486,-9.551933,0.049291,-0.029622,0.075394,0.003665,-0.008552,-0.004887,0,-27.9,-47.6,49.6,218.5643,0.5404,166.9245,0,1010.3394,36.08688,30.445301,-84.30051,97.4187,NaN,,0,38.70968,,7-May,6521,2018-04-16 21:16:59:532
-2.233858,-0.086194,-9.469357,-2.225124,-0.0979,-9.550336,-0.011129,0.021283,0.069008,0.002443,-0.002443,0,0,-27.9,-47.6,49.6,218.5643,0.5404,166.9245,0,1010.3394,36.08688,30.445301,-84.30051,97.4187,NaN,,0,38.70968,,7-May,6621,2018-04-16 21:16:59:632
-2.233858,-0.10056,-9.462174,-2.225124,-0.0979,-9.550336,-0.011129,0.021283,0.069008,0.002443,-0.002443,0,0,-27.4,-47.7,48.7,217.6975,0.572,166.8847,0,1010.3481,36.08688,30.445301,-84.30051,97.4187,NaN,,0,38.70968,,7-May,6723,2018-04-16 21:16:59:734
-2.233858,-0.098165,-9.454991,-2.228133,-0.09761,-9.549634,0.001457,-5.55E-04,0.080277,0.002443,0.001222,0.003665,0,-27.4,-47.6,48.8,217.708,0.5703,166.8666,0,1010.3481,37.06317,30.445301,-84.30051,97.4187,NaN,,0,38.70968,,7-May,6821,2018-04-16 21:16:59:832
-2.221887,-0.079011,-9.490906,-2.230371,-0.098618,-9.549126,0.008484,0.019607,0.05822,-0.001222,0,0,0,-27.4,-47.5,49,217.708,0.5703,166.8666,0,1010.3591,37.06317,30.445301,-84.30051,97.4187,NaN,,0,38.70968,,7-May,6922,2018-04-16 21:16:59:933
-2.241041,-0.093377,-9.498088,-2.231537,-0.098565,-9.548854,0.028804,0.009977,0.079497,-0.002443,-0.004887,0.003665,0,-27.8,-47.5,49.8,219.1756,0.5759,166.8462,0,1010.3591,37.06317,30.445301,-84.30051,97.4187,NaN,,0,38.70968,,7-May,7022,2018-04-16 21:17:00:033
-2.221887,-0.105348,-9.438231,-2.232426,-0.097641,-9.54863,0.010539,-0.012495,0.064907,0.002443,0,-0.001222,0,-28.4,-47.5,50.4,219.1756,0.5759,166.8462,0,1010.3545,39.63921,30.445314,-84.3005,97.2851,NaN,,0,38.70968,,7-May,7121,2018-04-16 21:17:00:132
-2.214704,-0.102954,-9.450203,-2.233505,-0.09735,-9.548408,0.0188,-0.005603,0.098205,0.001222,0,-0.002443,0,-28.7,-47.5,51.1,220.0421,0.5688,166.8344,0,1010.3545,39.63921,30.445314,-84.3005,97.2851,NaN,,0,38.70968,,7-May,7222,2018-04-16 21:17:00:233
-2.214704,-0.098165,-9.457385,-2.233728,-0.097558,-9.548329,0.009446,-0.010184,0.095733,0.001222,0,-0.002443,0,-28.7,-47.4,50.9,220.0421,0.5688,166.8344,0,1010.3479,39.63921,30.445314,-84.3005,97.2851,NaN,,0,38.70968,,7-May,7322,2018-04-16 21:17:00:333
-2.219493,-0.0838,-9.45978,-2.233728,-0.097558,-9.548329,0.009446,-0.010184,0.095733,-0.001222,-0.001222,0.002443,0,-28.7,-47.4,50.9,220.0421,0.5688,166.8344,0,1010.3479,38.87486,30.445314,-84.3005,97.2851,NaN,,0,38.70968,,7-May,7422,2018-04-16 21:17:00:433
-2.219493,-0.110137,-9.438231,-2.234807,-0.098374,-9.548068,9.48E-04,-0.002186,0.090683,0.002443,0.001222,0.002443,0,-28.6,-47.4,50.8,220.0437,0.5748,166.8266,0,1010.3503,38.87486,30.445314,-84.3005,97.2851,NaN,,0,38.70968,,7-May,7521,2018-04-16 21:17:00:532
-2.207521,-0.102954,-9.445415,-2.235658,-0.099395,-9.547869,0.006588,-0.001164,0.071329,0.001222,0.002443,0,0,-28.5,-47.4,50.9,219.3461,0.5807,166.8215,0,1010.3503,38.87486,30.445314,-84.3005,97.2851,NaN,,0,38.70968,,7-May,7622,2018-04-16 21:17:00:633
-2.207521,-0.102954,-9.438231,-2.235631,-0.099497,-9.54788,0.004167,0.010909,0.068946,0.001222,0.002443,0,0,-28.4,-47.3,51.4,219.3458,0.5813,166.8216,0,1010.3591,36.79108,30.445314,-84.3005,97.2851,NaN,,0,38.70968,,7-May,7721,2018-04-16 21:17:00:732
-2.221887,-0.06704,-9.435837,-2.235628,-0.0995,-9.547867,0.016136,0.013306,0.090482,0.001222,0,0.002443,0,-28.5,-47.3,51.4,219.3458,0.5813,166.8216,0,1010.3591,36.79108,30.445314,-84.3005,97.2851,NaN,,0,38.70968,,7-May,7822,2018-04-16 21:17:00:833
-2.233858,-0.110137,-9.469357,-2.235908,-0.099454,-9.547802,0.021204,0.010866,0.090417,0.001222,0,0.003665,0,-28.4,-47.3,51.4,219.3468,0.5811,166.82,0,1010.3403,36.79108,30.445314,-84.3005,97.2851,NaN,,0,38.70968,,7-May,7922,2018-04-16 21:17:00:933
-2.226675,-0.114925,-9.464568,-2.235908,-0.099454,-9.547802,0.021204,0.010866,0.090417,0.004887,0,0.006109,0,-28.4,-47.3,51.4,219.3468,0.5811,166.82,0,1010.3403,36.79108,30.445314,-84.3005,97.2851,NaN,,0,38.70968,,7-May,8022,2018-04-16 21:17:01:033
-2.226675,-0.102954,-9.490906,-2.236645,-0.100431,-9.547619,3.93E-04,0.007055,0.056713,-0.001222,0.002443,0.002443,0,-28.4,-47.2,51.2,219.3467,0.5868,166.8155,0,1010.3323,38.36023,30.445314,-84.3005,97.2851,NaN,,0,38.70968,,7-May,8121,2018-04-16 21:17:01:132
